UID,Bundesland,Stadt,Stadtbibliothek,Verbundlink,VB,,Kinderbibliothek,Jugendbibliothek,Schule & Lernen,Sachmedien & Ratgeber,Belletristik & Unterhaltung,Englische Bücher,Musik,Video,Medien2019,Medien2016/17,Stand,Stadt y Lat,Stadt x Long,Anschr,Tel,Web
119,Bayern,Uttenreuth,Uttenreuth (Gemeindebücherei Uttenreuth),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,5972188","11,0713402",undef,undef,undef
120,Bayern,Veitsbronn,Veitsbronn (Gemeindebücherei Veitsbronn),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,5120141","10,8845724",undef,undef,undef
121,Bayern,Vilsheim,Vilsheim (Gemeindebücherei Vilsheim),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"48,4475386","12,1057712",undef,undef,undef
122,Bayern,Wald,Wald (Gemeindebücherei Wald),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"47,380037","10,2190541",undef,undef,undef
123,Bayern,Waldbüttelbrunn,Waldbüttelbrunn (Gemeindebücherei Waldbüttelbrunn),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,7871497","9,8385754",undef,undef,undef
124,Bayern,Wassertrüdingen,Wassertrüdingen (Stadtbücherei Wassertrüdingen),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,0421344","10,5980971",undef,undef,undef
125,Bayern,Wehringen,Wehringen (Gemeindebücherei Wehringen),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"48,2466897","10,8011928",undef,undef,undef
126,Bayern,Wenzenbach,Wenzenbach (Gemeindebibliothek Wenzenbach),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,0758074","12,1988658",undef,undef,undef
127,Bayern,Wertingen,Wertingen (Kreisfahrbücherei Dillingen an der Donau),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"48,5617904","10,6791623",undef,undef,undef
128,Bayern,Wiesentheid,Wiesentheid (Carl-Stumpf-Bibliothek),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,793574","10,341334",undef,undef,undef
129,Bayern,Wiggensbach,Wiggensbach (Gemeindebücherei Wiggensbach),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"47,745133","10,2314395",undef,undef,undef
130,Bayern,Wilhermsdorf,Wilhermsdorf (Gemeindebücherei Wilhermsdorf),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,482048","10,7175509",undef,undef,undef
131,Bayern,Winhöring,Winhöring (Gemeindebücherei Winhöring),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"48,2655572","12,6511498",undef,undef,undef
132,Bayern,Winkelhaid,Winkelhaid (Mediathek Winkelhaid),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"49,388065","11,3025295",undef,undef,undef
133,Bayern,Wörth,Wörth (Gemeindebücherei Wörth),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"48,9996351","12,4032231",undef,undef,undef
134,Bayern,Zeil am Main,Zeil am Main (Stadtbibliothek Zeil),http://www2.onleihe.de/emedienbayern/,emedienbayern,,2388,2007,134,6684,9515,,,,20728,11089,15.10.2019,"50,011546","10,5922117",undef,undef,undef
135,Bayern,Altdorf bei Nürnberg,Altdorf bei Nürnberg (Stadtbücherei Altdorf),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,3856621","11,3564834",undef,undef,undef
136,Bayern,Bad Brückenau,Bad Brückenau (Stadtbibliothek Bad Brückenau),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"50,3108959","9,7940875",undef,undef,undef
137,Bayern,Großostheim,Großostheim (Gemeindebücherei Großostheim),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,9225612","9,0753258",undef,undef,undef
138,Bayern,Gunzenhausen,Gunzenhausen (Stadt- und Schulbücherei Gunzenhausen),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,1200802","10,7318864",undef,undef,undef
139,Bayern,Höchstadt an der Aisch,Höchstadt an der Aisch (Stadtbücherei Höchstadt),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,7095692","10,8128359",undef,undef,undef
140,Bayern,Oberasbach,Oberasbach (Stadtbücherei Oberasbach),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,4324695","10,9712927",undef,undef,undef
141,Bayern,Pegnitz,Pegnitz (Stadtbücherei Pegnitz),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,751552","11,5432054",undef,undef,undef
142,Bayern,Stein,Stein (Bücherei Stadt Stein),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,40642","11,0113329",undef,undef,undef
143,Bayern,Zirndorf,Zirndorf (Stadtbücherei Zirndorf),http://www.e-ausleihe-franken.de/e-ausleihe-franken/,e-ausleihe-franken,,1268,856,55,3309,6305,,,,11793,4582,15.10.2019,"49,444555","10,9550183",undef,undef,undef
144,Bayern,Abensberg,Abensberg (Stadtbücherei Abensberg),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,8177181","11,8507867",undef,undef,undef
145,Bayern,Altötting,Altötting (Stadtbücherei Altötting),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2246432","12,6767839",undef,undef,undef
146,Bayern,Aschheim,Aschheim (Gemeindebücherei Aschheim),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,1723102","11,7159097",undef,undef,undef
147,Bayern,Dachau,Dachau (Stadtbücherei Dachau),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2629984","11,4339022",undef,undef,undef
148,Bayern,Dietmannsried,"Dietmannsried (Gemeinde-, Schul- und Pfarrbücherei)",http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,8082833","10,2892511",undef,undef,undef
149,Bayern,Donaustauf,Donaustauf (Gemeindebücherei Donaustauf),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"49,0324537","12,2073854",undef,undef,undef
150,Bayern,Ebersberg,Ebersberg (Stadtbücherei Ebersberg),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0780006","11,9669667",undef,undef,undef
151,Bayern,Eching,Eching (Gemeindebücherei Eching),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2983793","11,6212063",undef,undef,undef
152,Bayern,Eichstätt,Eichstätt (Bücherei der Stadt Eichstätt),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,8912508","11,189986",undef,undef,undef
153,Bayern,Erding,Erding (Stadtbücherei Erding),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,3114648","11,9188758",undef,undef,undef
154,Bayern,Ergolding,Ergolding (Gemeindebücherei Ergolding),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,5645942","12,1660056",undef,undef,undef
155,Bayern,Essenbach,Essenbach (Büchereien im Markt Essenbach),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,6127782","12,2175374",undef,undef,undef
156,Bayern,Feldkirchen-Westerham,Feldkirchen-Westerham (Gemeindebücherei Feldkirchen-Westerham),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,909176","11,846467",undef,undef,undef
157,Bayern,Friedberg,Friedberg (Stadtbücherei St. Jakob),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,355666","10,979749",undef,undef,undef
158,Bayern,Garching a.d. Alz,Garching a.d. Alz (Gemeindebücherei Garching a.d. Alz),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,1338878","12,5806409",undef,undef,undef
159,Bayern,Glonn,Glonn (Gemeindebücherei Glonn),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,9871265","11,8672941",undef,undef,undef
160,Bayern,Grafing,Grafing (Stadtbücherei Grafing),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0449853","11,9646028",undef,undef,undef
161,Bayern,Grasbrunn,Grasbrunn (Gemeindebücherei Grasbrunn),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0783377","11,7445658",undef,undef,undef
162,Bayern,Gröbenzell,Gröbenzell (Gemeindebücherei Gröbenzell),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,1932834","11,3752077",undef,undef,undef
163,Bayern,Haar,Haar (Gemeindebücherei Haar),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,1103758","11,7321151",undef,undef,undef
164,Bayern,Hausham,Hausham (Gemeindebücherei Hausham),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,7524801","11,8372386",undef,undef,undef
165,Bayern,Hauzenberg,Hauzenberg (Stadtbücherei Hauzenberg),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,652865","13,6255062",undef,undef,undef
166,Bayern,Höhenkirchen-Siegertsbrunn,Höhenkirchen-Siegertsbrunn (Gemeindebücherei Höhenkirchen-Siegertsbrunn),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0194894","11,7190903",undef,undef,undef
167,Bayern,Holzkirchen,Holzkirchen (Gemeindebücherei Holzkirchen),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,8810573","11,6997577",undef,undef,undef
168,Bayern,Kirchanschöring,Kirchanschöring (Gemeindebücherei St. Michael),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,9529725","12,8345017",undef,undef,undef
169,Bayern,Kirchheim-Heimstetten,Kirchheim-Heimstetten (Gemeindebücherei Kirchheim),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,1591426","11,7551851",undef,undef,undef
170,Bayern,Kirchseeon,Kirchseeon (Gemeindebücherei Kirchseeon),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0719266","11,8881543",undef,undef,undef
171,Bayern,Langquaid,Langquaid (Gemeindebücherei Langquaid),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,8238406","12,0505158",undef,undef,undef
172,Bayern,Marquartstein,Marquartstein (Gemeindebücherei Marquartstein),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,7584623","12,4621144",undef,undef,undef
173,Bayern,Mering,Mering (Bücherei Mering),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2653605","10,9861466",undef,undef,undef
174,Bayern,Neuötting,Neuötting (Stadtbücherei Neuötting),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2400765","12,6907395",undef,undef,undef
175,Bayern,Oberding,Oberding (Gemeindebücherei Oberding),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,3216584","11,8463488",undef,undef,undef
176,Bayern,Oberschleißheim,Oberschleißheim (Gemeindebücherei Oberschleißheim),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2522461","11,559062",undef,undef,undef
177,Bayern,Obertraubling,Obertraubling (Gemeinde- und Pfarrbücherei Obertraubling),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,9693145","12,1646501",undef,undef,undef
178,Bayern,Olching,Olching (Stadtbücherei Olching),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,20707","11,3334755",undef,undef,undef
179,Bayern,Rohr,Rohr (Benedictus-Bücherei Rohr),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"49,3412784","10,8888964",undef,undef,undef
180,Bayern,Rosenheim,Rosenheim (Stadtbibliothek Rosenheim),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,8571272","12,1181047",undef,undef,undef
181,Bayern,Sauerlach,Sauerlach (Gemeindebücherei Sauerlach),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,9718182","11,6539912",undef,undef,undef
182,Bayern,Schierling,Schierling (Gemeindebücherei Schierling),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,8392231","12,1391211",undef,undef,undef
183,Bayern,Schönberg,Schönberg (Marktbücherei Schönberg),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,8403111","13,3360041",undef,undef,undef
184,Bayern,Schwabhausen,Schwabhausen (Gemeindebücherei Schwabhausen),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,3024871","11,3587931",undef,undef,undef
185,Bayern,Senden,Senden (Stadtbücherei Senden),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,3265541","10,0394791",undef,undef,undef
186,Bayern,Simbach am Inn,Simbach am Inn (Stadtbücherei Simbach am Inn),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2675863","13,0273628",undef,undef,undef
187,Bayern,Steingaden,Steingaden (Bücherei im Fohlenhof),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,7025337","10,8608513",undef,undef,undef
188,Bayern,Taufkirchen,Taufkirchen (Bücherei Taufkirchen),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0500225","11,6166508",undef,undef,undef
189,Bayern,Tegernheim,Tegernheim (Gemeindebücherei Tegernheim),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"49,0242472","12,1722652",undef,undef,undef
190,Bayern,Teisendorf,Teisendorf (Bücherei Teisendorf),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,8497803","12,81915",undef,undef,undef
191,Bayern,Vöhringen,Vöhringen (Stadtbücherei Vöhringen),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,2778326","10,0779997",undef,undef,undef
192,Bayern,Wolfratshausen,Wolfratshausen (Stadtbücherei Wolfratshausen),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"47,9102296","11,4274164",undef,undef,undef
193,Bayern,Zorneding,Zorneding (Gemeindebücherei Zorneding),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,0869599","11,8271085",undef,undef,undef
194,Bayern,Zusmarshausen,Zusmarshausen (Gemeindebücherei Zusmarshausen),http://www.leo-sued.de/leo-sued/,leo-sued,,4707,3133,128,9432,20748,,,,38148,19903,15.10.2019,"48,3982617","10,5995405",undef,undef,undef
195,Bayern,Alzenau,Alzenau (Stadtbibliothek Alzenau),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,0894084","9,0587414",undef,undef,undef
196,Bayern,Bad Neustadt,Bad Neustadt (Stadtbibliothek Bad Neustadt),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,3230337","10,2028107",undef,undef,undef
197,Bayern,Bamberg,Bamberg (Stadtbücherei Bamberg),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,8988135","10,9027636",undef,undef,undef
198,Bayern,Bayreuth,Bayreuth (Stadtbibliothek Bayreuth),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,9456399","11,5713346",undef,undef,undef
199,Bayern,Coburg,Coburg (Stadtbücherei Coburg),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,2612094","10,962695",undef,undef,undef
200,Bayern,Erlangen,Erlangen (Stadtbibliothek Erlangen),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,5896744","11,0119611",undef,undef,undef
201,Bayern,Forchheim,Forchheim (Stadtbücherei Forchheim),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,7213064","11,0698834",undef,undef,undef
202,Bayern,Gerolzhofen,Gerolzhofen (Stadtbibliothek Gerolzhofen),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,9005963","10,3495174",undef,undef,undef
203,Bayern,Haßfurt,Haßfurt (Bibliotheks- und Informationszentrum Haßfurt),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,0343812","10,5169747",undef,undef,undef
204,Bayern,Herzogenaurach,Herzogenaurach (Stadtbücherei Herzogenaurach),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,5682987","10,8828577",undef,undef,undef
205,Bayern,Hösbach,Hösbach (Bibliothekszentrum Hösbach),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,0029373","9,2009529",undef,undef,undef
206,Bayern,Karlstein,Karlstein (Gemeindebibliothek Karlstein),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,0478036","9,0208868",undef,undef,undef
207,Bayern,Kitzingen,Kitzingen (Stadtbücherei Kitzingen),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,7340805","10,1473777",undef,undef,undef
208,Bayern,Kronach,Kronach (Kreisbibliothek Kronach),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,2359898","11,3310482",undef,undef,undef
209,Bayern,Lichtenfels,Lichtenfels (Stadtbücherei Lichtenfels),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,1432937","11,0630387",undef,undef,undef
210,Bayern,Lohr am Main,Lohr am Main (Stadtbibliothek Lohr am Main),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,9892207","9,5722309",undef,undef,undef
211,Bayern,Marktredwitz,Marktredwitz (Stadtbücherei Marktredwitz),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,0035483","12,0899816",undef,undef,undef
212,Bayern,Münchberg,Münchberg (Stadtbibliothek Münchberg),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,1905748","11,789879",undef,undef,undef
213,Bayern,Ochsenfurt,Ochsenfurt (Stadtbibliothek Ochsenfurt),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"49,6640025","10,0709014",undef,undef,undef
214,Bayern,Selb,Selb (Stadtbücherei Selb),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,171311","12,1339323",undef,undef,undef
215,Bayern,Wunsiedel,Wunsiedel (Stadtbibliothek Wunsiedel),http://www.franken-onleihe.de/verbund_franken/,verbund_franken,,5810,3827,469,10981,22183,,,,43270,27493,15.10.2019,"50,0399087","12,0039306",undef,undef,undef
